[2020-01-02 09:41:16,347: INFO/MainProcess] beat: Starting...
[2020-01-04 04:13:07,585: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:13:39,629: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:14:11,679: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:14:43,729: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:15:15,779: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:15:47,821: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:16:19,872: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:16:51,917: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:17:23,962: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:17:56,006: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:18:28,055: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:19:00,097: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:19:32,145: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:20:04,192: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:20:36,239: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:21:08,285: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:21:40,335: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:22:12,381: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:22:44,426: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:23:16,470: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:23:48,515: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:24:20,559: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:24:52,607: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:25:24,651: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:25:56,696: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:26:28,742: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:27:00,787: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:27:32,838: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:28:04,883: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:28:36,929: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:29:08,977: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:29:41,021: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:30:13,066: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:30:45,114: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:31:17,161: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:31:49,200: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:32:21,239: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:32:53,286: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:33:25,331: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:33:57,373: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:34:29,416: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:35:01,460: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:35:33,511: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:36:05,557: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:36:37,607: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:37:09,649: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:37:41,697: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:38:13,748: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:38:45,789: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:39:17,831: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:39:49,881: ERROR/MainProcess] beat: Connection error: [Errno 111] Connection refused. Trying again in 32.0 seconds...
[2020-01-04 04:43:19,123: INFO/MainProcess] beat: Starting...
=======
[2020-01-04 04:31:36,091: INFO/MainProcess] beat: Starting...
[2020-01-04 04:33:50,645: INFO/MainProcess] beat: Starting...
[2020-01-04 04:50:35,382: INFO/MainProcess] beat: Starting...
[2020-01-04 04:55:34,194: INFO/MainProcess] beat: Starting...
[2020-01-04 04:56:57,033: INFO/MainProcess] beat: Starting...
>>>>>>> 243987882616714081153d14670801c803fc280f
[2020-01-05 13:43:03,254: INFO/MainProcess] beat: Starting...
